cluster_id,major_gene,minor_gene,major_tpm,minor_tpm,ratio
ABHD18_Aty-Chr3_4_AXE1_Aty-Chr3_5_Abhydro_lipase_Aty-Chr3_3_Abhydrolase_11_Aty-Chr3_5_Abhydrolase_1_Aty-Chr3_6_Abhydrolase_2_Aty-Chr3_5_Abhydrolase_3_Aty-Chr3_5_Abhydrolase_4_Aty-Chr3_5_Abhydrolase_5_Aty-Chr3_5_Abhydrolase_6_Aty-Chr3_6_Abhydrolase_8_Aty-Chr3_3_Acyltransferase_Aty-Chr3_3_BAAT_C_Aty-Chr3_5_BD-FAE_Aty-Chr3_5_COesterase_Aty-Chr3_4_Chlorophyllase2_Aty-Chr3_5_Chlorophyllase_Aty-Chr3_5_Cutinase_Aty-Chr3_4_DAGAT_Aty-Chr3_3_DLH_Aty-Chr3_5_DNA_photolyase_Aty-Chr3_3_DUF1057_Aty-Chr3_5_DUF1749_Aty-Chr3_3_DUF676_Aty-Chr3_4_DUF818_Aty-Chr3_4_EDS1_EP_Aty-Chr3_2_Esterase_Aty-Chr3_5_FSH1_Aty-Chr3_5_Hydrolase_4_Aty-Chr3_8_LCAT_Aty-Chr3_4_LIDHydrolase_Aty-Chr3_4_LIP_Aty-Chr3_2_Lipase_3_Aty-Chr3_5_Ndr_Aty-Chr3_3_PAF-AH_p_II_Aty-Chr3_4_PEPCK_GTP_Aty-Chr3_1_PGAP1_Aty-Chr3_5_Palm_thioest_Aty-Chr3_4_Peptidase_S15_Aty-Chr3_5_Peptidase_S9_Aty-Chr3_5_Rhodanese_Aty-Chr3_1_Rhodanese_C_Aty-Chr3_1_Ser_hydrolase_Aty-Chr3_3_Thioesterase_Aty-Chr3_4_UPF0176_N_Aty-Chr3_1,AT3G10840,AT3G10870,10.477831062597753,6.82746887403884,1.534658195578051
MFS_1_Aty-Chr1_6_MFS_2_Aty-Chr1_4_PUCC_Aty-Chr1_4_Sugar_tr_Aty-Chr1_4,AT1G71880,AT1G71890,9.856094047804163,0.2012506763839956,48.9742157636195
Acetyltransf_10_Aty-Chr2_1_Acetyltransf_13_Aty-Chr2_1_Acetyltransf_1_Aty-Chr2_1_Acetyltransf_3_Aty-Chr2_1_Acetyltransf_4_Aty-Chr2_1_Acetyltransf_7_Aty-Chr2_1_Acetyltransf_8_Aty-Chr2_1_Acetyltransf_9_Aty-Chr2_1_Acetyltransf_CG_Aty-Chr2_1_FR47_Aty-Chr2_1_zf-C2H2_3_Aty-Chr2_1,AT2G32030,AT2G32020,9.615757781113352,0.3339557548054927,28.793508249959338
DUF2358_Aty-Chr1_0,AT1G78460,AT1G78450,9.49566352491629,3.3056634434966945,2.8725439498680125
Caleosin_Aty-Chr4_26_DUF5580_Aty-Chr4_25_Dockerin_1_Aty-Chr4_26_EF-hand_11_Aty-Chr4_25_EF-hand_1_Aty-Chr4_34_EF-hand_4_Aty-Chr4_28_EF-hand_5_Aty-Chr4_31_EF-hand_6_Aty-Chr4_34_EF-hand_7_Aty-Chr4_32_EF-hand_8_Aty-Chr4_26_EF-hand_9_Aty-Chr4_26_EFhand_Ca_insen_Aty-Chr4_25_SPARC_Ca_bdg_Aty-Chr4_26,AT4G17615,AT4G17660,9.465756368402431,0.4695799257496008,20.157923815188724
AP2_Aty-Chr3_3,AT3G23230,AT3G23220,8.461382931720212,0.8814677308934824,9.599197605502244
2OG-FeII_Oxy_Aty-Chr1_2_DIOX_N_Aty-Chr1_2,AT1G78550,AT1G78440,8.431964582659193,1.1916734489860317,7.075734203723145
MTS_Aty-Chr4_3_Methyltransf_25_Aty-Chr4_5_Methyltransf_31_Aty-Chr4_5_PrmA_Aty-Chr4_5,AT4G26200,AT4G26220,8.344211376969264,0.4012230793140498,20.79693768173787
Ank_2_Aty-Chr3_23_Ank_3_Aty-Chr3_23_Ank_4_Aty-Chr3_23_Ank_5_Aty-Chr3_23_Ank_Aty-Chr3_23,AT3G26910,AT3G26940,8.263761949678363,0.0,inf
BT1_Aty-Chr3_3_EMP70_Aty-Chr3_2_LPG_synthase_TM_Aty-Chr3_3_MFS_1_Aty-Chr3_3_MFS_1_like_Aty-Chr3_2_MFS_2_Aty-Chr3_2_MFS_3_Aty-Chr3_2_MFS_4_Aty-Chr3_2_MFS_5_Aty-Chr3_2_Nodulin-like_Aty-Chr3_2_OATP_Aty-Chr3_2_PTR2_Aty-Chr3_3_PUCC_Aty-Chr3_2_RINGv_Aty-Chr3_2_SPX_Aty-Chr3_2_Sugar_tr_Aty-Chr3_2_TMEM128_Aty-Chr3_2_TRI12_Aty-Chr3_2_UNC-93_Aty-Chr3_2_YLATT_Aty-Chr3_2,AT3G19930,AT3G19940,8.24481188211937,0.0,inf
PMEI_Aty-Chr5_5_Pectinesterase_Aty-Chr5_5,AT5G64620,AT5G64640,8.112234967499901,2.6325457717641103,3.0815171589832473
Longin_Aty-Chr3_0_SNARE_Aty-Chr3_0_Synaptobrevin_Aty-Chr3_0_Syntaxin_2_Aty-Chr3_0_Syntaxin_Aty-Chr3_0,AT3G25013,AT3G24890,7.902294035327615,2.3325392324880507,3.3878504272352457
CRT-like_Aty-Chr2_0_CopD_Aty-Chr2_0_DUF4781_Aty-Chr2_0_EamA_Aty-Chr2_0_Erg28_Aty-Chr2_0_Mg_trans_NIPA_Aty-Chr2_0_Nuc_sug_transp_Aty-Chr2_0_PUNUT_Aty-Chr2_0_SLC35F_Aty-Chr2_0_TPT_Aty-Chr2_0_UAA_Aty-Chr2_0,AT2G37450,AT2G37460,7.473659290385629,4.303128403980312,1.7367967182835249
Pectinesterase_Aty-Chr1_13,AT1G02460,AT1G02550,7.379246010964965,0.0,inf
Caleosin_Aty-Chr4_14_DUF5580_Aty-Chr4_14_Dockerin_1_Aty-Chr4_14_EF-hand_11_Aty-Chr4_14_EF-hand_1_Aty-Chr4_23_EF-hand_4_Aty-Chr4_15_EF-hand_5_Aty-Chr4_21_EF-hand_6_Aty-Chr4_23_EF-hand_7_Aty-Chr4_23_EF-hand_8_Aty-Chr4_15_EF-hand_9_Aty-Chr4_14_EFhand_Ca_insen_Aty-Chr4_14_SPARC_Ca_bdg_Aty-Chr4_14,AT4G36950,AT4G37010,6.984863322373386,1.6710591943542241,4.179901792810317
Glyco_hydro_16_Aty-Chr4_1_XET_C_Aty-Chr4_1,AT4G25810,AT4G25820,5.350972789280745,0.0,inf
PUNUT_Aty-Chr5_1,AT5G11230,AT5G11210,5.326216967294742,0.3002810611160917,17.737438876425085
RINGv_Aty-Chr4_5,AT4G02050,AT4G02075,4.249234216247351,0.7881891052119543,5.391135437103862
zf-C3HC4_4_Aty-Chr1_1_zf-RING_2_Aty-Chr1_2_zf-RING_5_Aty-Chr1_3_zf-RING_UBOX_Aty-Chr1_2,AT1G11100,AT1G11110,3.7509874149662843,0.0,inf
PMEI_Aty-Chr1_4_Pectinesterase_Aty-Chr1_4,AT1G62760,AT1G62770,3.692233990774183,1.0226214834030074,3.6105578170404047
zf-C3HC4_2_Aty-Chr5_2_zf-C3HC4_3_Aty-Chr5_2_zf-C3HC4_4_Aty-Chr5_3_zf-C3HC4_Aty-Chr5_2_zf-RING_2_Aty-Chr5_3_zf-RING_UBOX_Aty-Chr5_3,AT5G47160,AT5G47150,3.65777567734357,0.13367617547743366,27.36295876418945
TPR_14_Aty-Chr3_26_TPR_16_Aty-Chr3_26_TPR_19_Aty-Chr3_25_TPR_2_Aty-Chr3_27,AT3G46820,AT3G46760,3.5684767020877444,0.0,inf
Acid_PPase_Aty-Chr1_1_BRCT_Aty-Chr1_1_DUF4440_Aty-Chr1_1_HAD_2_Aty-Chr1_1_HAD_Aty-Chr1_1_Hydrolase_Aty-Chr1_1_Hydrolase_like_Aty-Chr1_1_NIF_Aty-Chr1_1_NT5C_Aty-Chr1_1_PIN_10_Aty-Chr1_1_PTCB-BRCT_Aty-Chr1_1_ubiquitin_Aty-Chr1_5,AT1G29770,AT1G29780,3.4946991479074634,2.7742597848848924,1.259687058489536
Glyco_tran_28_C_Aty-Chr1_2_UDPGT_Aty-Chr1_2,AT1G01420,AT1G01390,3.427620873231438,1.4184793229889856,2.4164052430520013
TAL_effector_Aty-Chr5_2_peroxidase_Aty-Chr5_2,AT5G19880,AT5G19890,3.3839417585158045,0.0,inf
NAM_Aty-Chr5_0,AT5G39610,AT5G39690,3.0832841384522554,0.0,inf
FBA_3_Aty-Chr5_6_SnAC_Aty-Chr5_2_p450_Aty-Chr5_2,AT5G57220,AT5G57260,3.0624284892245837,0.564378626885481,5.426195010474743
PC-Esterase_Aty-Chr2_0_PMR5N_Aty-Chr2_0,AT2G40150,AT2G40160,2.9469568585628223,2.1198053392073533,1.3902016397716788
TPR_14_Aty-Chr2_26_TPR_16_Aty-Chr2_26_TPR_2_Aty-Chr2_27,AT2G18890,AT2G18850,2.796530613690399,2.7758744029295475,1.0074413347877167
FA_desaturase_2_Aty-Chr5_0_Rubrerythrin_Aty-Chr5_0,AT5G16240,AT5G16230,2.6573797428366692,1.1076297254071885,2.3991589263819724
FBA_3_Aty-Chr3_22,AT3G25180,AT3G25090,2.6473340498469944,0.0,inf
BT1_Aty-Chr4_0_EMP70_Aty-Chr4_0_LPG_synthase_TM_Aty-Chr4_0_MFS_1_Aty-Chr4_0_MFS_1_like_Aty-Chr4_0_MFS_2_Aty-Chr4_0_MFS_3_Aty-Chr4_0_MFS_4_Aty-Chr4_0_MFS_5_Aty-Chr4_0_Nodulin-like_Aty-Chr4_0_OATP_Aty-Chr4_0_PTR2_Aty-Chr4_0_PUCC_Aty-Chr4_0_RINGv_Aty-Chr4_4_SPX_Aty-Chr4_1_Sugar_tr_Aty-Chr4_0_TMEM128_Aty-Chr4_0_TRI12_Aty-Chr4_0_UNC-93_Aty-Chr4_0_YLATT_Aty-Chr4_0,AT4G04750,AT4G04760,2.6141064955165696,0.4382188728613423,5.965298752305687
Alliinase_C_Aty-Chr1_1_Aminotran_1_2_Aty-Chr1_1_Aminotran_3_Aty-Chr1_1_Aminotran_5_Aty-Chr1_1_Beta_elim_lyase_Aty-Chr1_1_Cys_Met_Meta_PP_Aty-Chr1_1_DegT_DnrJ_EryC1_Aty-Chr1_1_EGF_alliinase_Aty-Chr1_1_MTS_Aty-Chr1_9_Met_10_Aty-Chr1_5_Methyltransf_25_Aty-Chr1_10_Methyltransf_31_Aty-Chr1_10_PrmA_Aty-Chr1_8_Pyridoxal_deC_Aty-Chr1_1_SHMT_Aty-Chr1_1,AT1G34060,AT1G34040,2.3296094377628678,0.24247729875386315,9.607536250754906
ARD_Aty-Chr3_1_AraC_binding_Aty-Chr3_1_Auxin_BP_Aty-Chr3_1_CENP-C_C_Aty-Chr3_1_Cupin_1_Aty-Chr3_1_Cupin_2_Aty-Chr3_1_Cupin_3_Aty-Chr3_1_EutQ_Aty-Chr3_1,AT3G05930,AT3G05950,2.323317380230899,0.0,inf
BTB_Aty-Chr3_2,AT3G44820,AT3G44790,2.2303503861569047,0.031368764277734364,71.10099608673504
EF-hand_1_Aty-Chr5_28_EF-hand_5_Aty-Chr5_24_EF-hand_6_Aty-Chr5_28_EF-hand_7_Aty-Chr5_28,AT5G61290,AT5G61350,2.2179864605791013,1.3672034267334434,1.622279769937653
ACAS_N_Aty-Chr3_0_AMP-binding_Aty-Chr3_0_AMP-binding_C_Aty-Chr3_0_PP-binding_Aty-Chr3_0_PQQ_2_Aty-Chr3_0_PQQ_3_Aty-Chr3_2_PQQ_Aty-Chr3_0,AT3G21240,AT3G21230,2.1364652983720833,1.2359992347388216,1.7285328650090457
Caleosin_Aty-Chr4_25_DUF5580_Aty-Chr4_24_Dockerin_1_Aty-Chr4_25_EF-hand_11_Aty-Chr4_24_EF-hand_1_Aty-Chr4_33_EF-hand_4_Aty-Chr4_26_EF-hand_5_Aty-Chr4_29_EF-hand_6_Aty-Chr4_33_EF-hand_7_Aty-Chr4_31_EF-hand_8_Aty-Chr4_25_EF-hand_9_Aty-Chr4_25_EFhand_Ca_insen_Aty-Chr4_24_SPARC_Ca_bdg_Aty-Chr4_25,AT4G20780,AT4G20790,1.9257672193105606,0.0,inf
ACAS_N_Aty-Chr1_1_AMP-binding_Aty-Chr1_1_AMP-binding_C_Aty-Chr1_1_PP-binding_Aty-Chr1_1_PQQ_2_Aty-Chr1_1_PQQ_3_Aty-Chr1_2_PQQ_Aty-Chr1_1,AT1G65890,AT1G65880,1.8474976693733736,0.06689178367386926,27.619201759977642
AP2_Aty-Chr2_1,AT2G36080,AT2G36210,1.6909954931153157,0.0,inf
Pectate_lyase_3_Aty-Chr5_2,AT5G49215,AT5G49180,1.6348013579887253,0.0,inf
Glutaredoxin_Aty-Chr1_7_Thioredoxin_2_Aty-Chr1_9,AT1G69930,AT1G69880,1.375159424113184,0.5513627344052314,2.4941102078590824
ATP13_Aty-Chr5_22_ECSIT_Aty-Chr5_22_Mtf2_Aty-Chr5_22_PPR_1_Aty-Chr5_22_PPR_2_Aty-Chr5_22_PPR_3_Aty-Chr5_22_PPR_Aty-Chr5_22_PPR_long_Aty-Chr5_22_Phage_ABA_S_Aty-Chr5_22_TPR_14_Aty-Chr5_27_TPR_16_Aty-Chr5_26_TPR_19_Aty-Chr5_26_TPR_2_Aty-Chr5_26_TPR_7_Aty-Chr5_22,AT5G61350,AT5G61370,1.3672034267334434,0.5198284333609674,2.6301051250577925
CAP_Aty-Chr4_1,AT4G25780,AT4G25790,1.365224239264337,0.0,inf
Glyco_transf_8_Aty-Chr1_2,AT1G60470,AT1G60450,1.2911505877575056,0.0,inf
BTB_Aty-Chr3_3_NPH3_Aty-Chr3_0,AT3G08660,AT3G08570,1.2333413550721224,1.022492416851568,1.2062107598507135
BT1_Aty-Chr1_5_EMP70_Aty-Chr1_3_LPG_synthase_TM_Aty-Chr1_5_MFS_1_Aty-Chr1_5_MFS_1_like_Aty-Chr1_3_MFS_2_Aty-Chr1_3_MFS_3_Aty-Chr1_3_MFS_4_Aty-Chr1_3_MFS_5_Aty-Chr1_3_Nodulin-like_Aty-Chr1_3_OATP_Aty-Chr1_3_PTR2_Aty-Chr1_5_PUCC_Aty-Chr1_3_RINGv_Aty-Chr1_3_SPX_Aty-Chr1_3_Sugar_tr_Aty-Chr1_3_TMEM128_Aty-Chr1_3_TRI12_Aty-Chr1_3_UNC-93_Aty-Chr1_3_YLATT_Aty-Chr1_3,AT1G79410,AT1G79360,1.225565499188656,0.4556839756792741,2.689507563573512
BT1_Aty-Chr1_8_EMP70_Aty-Chr1_5_LPG_synthase_TM_Aty-Chr1_8_MFS_1_Aty-Chr1_11_MFS_1_like_Aty-Chr1_6_MFS_2_Aty-Chr1_7_MFS_3_Aty-Chr1_6_MFS_4_Aty-Chr1_6_MFS_5_Aty-Chr1_6_Nodulin-like_Aty-Chr1_5_OATP_Aty-Chr1_6_PTR2_Aty-Chr1_8_PUCC_Aty-Chr1_6_RINGv_Aty-Chr1_5_SPX_Aty-Chr1_5_Sugar_tr_Aty-Chr1_7_TMEM128_Aty-Chr1_5_TRI12_Aty-Chr1_6_UNC-93_Aty-Chr1_5_YLATT_Aty-Chr1_6,AT1G16390,AT1G16370,0.7517346033159314,0.34705868037168025,2.1660158521632886
CBM-like_Aty-Chr4_0_CarboxypepD_reg_Aty-Chr4_1_Rhamnogal_lyase_Aty-Chr4_0_fn3_3_Aty-Chr4_0,AT4G38030,AT4G37950,0.4906181096891768,0.0,inf
Glyco_transf_90_Aty-Chr2_0,AT2G45830,AT2G45840,0.4158851193056628,0.1851264140589249,2.24649260031196
LRR_4_Aty-Chr5_27_LRR_8_Aty-Chr5_27,AT5G48740,AT5G48780,0.3836582985230727,0.058779316929135746,6.527096920598968
